rank,product_id,price,area_name,level,total_yellow,char5,weapon5,star_voice,fj_waves,zc_waves,hs_waves,wave_pulls,pulls_total,equiv_pulls_total,equiv_pulls_per_rmb,role_resonance,weapon_resonance,sub_title
146,34756321,150,官服,79,26,8,7,1421,3,0,3,6,14.88,1109.88,7.399,6鸣x6 5鸣x1 4鸣x1 3鸣x3 2鸣x2 1鸣x3 0鸣x4,3鸣x1 1鸣x6,联觉等级:79 总黄数:26 五星角色数:8 五星武器数:7 6鸣嘉贝莉娜，1鸣鉴心，1鸣安可，1鸣维里奈，0鸣莫宁，0鸣琳奈，0鸣仇远，0鸣卡提希娅 6鸣灯灯，6鸣莫特斐，6鸣散华，6鸣白芷，6鸣秧秧，5鸣炽霞，4鸣渊武，3鸣卜灵，3鸣釉瑚，3鸣秋水，2鸣桃祈，2鸣丹瑾 3鸣相位涟漪，1鸣宙算仪轨，1鸣光影双生，1鸣不屈命定之冠，1鸣血誓盟约，1鸣千古洑流，1鸣停驻之烟 卖家说:6+1嘉贝利娜，半手工号
147,34222350,95,官服,45,13,7,2,153,0,7,3,10,10.96,700.96,7.378,6鸣x3 4鸣x1 3鸣x3 2鸣x3 1鸣x2 0鸣x6,1鸣x2,联觉等级:45 总黄数:13 1鸣卡提希娅，1鸣维里奈，0鸣夏空，0鸣椿，0鸣鉴心，0鸣卡卡罗，0鸣凌阳 6鸣秋水，6鸣白芷，6鸣秧秧，4鸣釉瑚，3鸣灯灯，3鸣桃祈，3鸣莫特斐，2鸣渊武，2鸣散华，2鸣炽霞，0鸣丹瑾 1鸣不屈命定之冠，1鸣血誓盟约
148,30630667,70,官服,53,8,4,3,0,0,0,0,0,0.00,515.00,7.357,6鸣x1 4鸣x1 2鸣x4 1鸣x1 0鸣x7,1鸣x3,联觉等级:53 总黄数:8 星声数量:535 浮金波纹数量:0 铸潮波纹数量:0 唤声涡纹数量:0 五星角色数:4 1鸣安可，0鸣卡提希娅，0鸣夏空，0鸣维里奈 6鸣釉瑚，4鸣秧秧，2鸣丹瑾，2鸣散华，2鸣炽霞，2鸣白芷，0鸣卜灵，0鸣灯灯，0鸣桃祈，0鸣渊武 五星武器数:3 1鸣血誓盟约，1鸣千古洑流，1鸣停驻之烟
149,35908973,158,官服,60,24,8,8,0,0,0,0,0,0.00,1160.00,7.342,6鸣x5 5鸣x2 4鸣x1 2鸣x3 1鸣x1 0鸣x6,5鸣x1 1鸣x7,"【鸣潮】冒险等级：60，女主，五星数量：17，五星角色:安可 * 2命,卡卡罗 * 1命,守岸人,夏空,卡提希娅,千咲,爱弥斯,达妮娅__五星武器:血誓盟约 * 5精,擎渊怒涛,星序协响,林间的咏叹调,不屈命定之冠,相位涟漪,相位涟漪,玻色星仪,镭射切变__四星角色:白芷 * 6命,秧秧 * 6命,秋水 * 6命,桃祈 * 6命,釉瑚 * 6命,莫特斐 * 5命,丹瑾 * 5命,炽霞 * 4命,渊武 * 2命,散华 * 2命"
150,33874314,150,官服,60,25,8,5,17677,2,0,0,2,112.48,1077.48,7.183,6鸣x2 5鸣x1 4鸣x2 3鸣x2 1鸣x3 0鸣x9,4鸣x1 1鸣x4,联觉等级:60 总黄数:25 1鸣安可，1鸣维里奈，0鸣琳奈，0鸣赞妮，0鸣菲比，0鸣守岸人，0鸣鉴心，0鸣凌阳 6鸣丹瑾，6鸣散华，5鸣莫特斐，4鸣白芷，4鸣秧秧，3鸣桃祈，3鸣炽霞，1鸣釉瑚，0鸣卜灵，0鸣灯灯，0鸣渊武 4鸣血誓盟约，1鸣溢彩荧辉，1鸣焰光裁定，1鸣星序协响，1鸣千古洑流
151,35174147,136,官服,56,23,8,5,38,0,7,0,7,7.24,972.24,7.149,6鸣x4 5鸣x1 4鸣x1 3鸣x2 1鸣x4 0鸣x8,5鸣x1 1鸣x4,联觉等级:56 总黄数:23 五星角色数:8 五星武器数:5 5鸣千咲，1鸣维里奈，0鸣爱弥斯，0鸣琳奈，0鸣鉴心，0鸣卡卡罗，0鸣安可，0鸣凌阳 6鸣桃祈，6鸣渊武，6鸣莫特斐，6鸣秋水，4鸣散华，3鸣白芷，3鸣秧秧，1鸣卜灵，1鸣釉瑚，1鸣炽霞，0鸣灯灯，0鸣丹瑾 5鸣血誓盟约，1鸣永远的启明星，1鸣昙切，1鸣千古洑流
152,35604068,120,官服,66,22,6,5,40,26,14,6,46,46.25,851.25,7.094,6鸣x1 1鸣x5 0鸣x10,4鸣x1 1鸣x4,联觉等级:66 总黄数:22 五星角色数:6 五星武器数:5 6鸣千咲，1鸣鉴心，1鸣维里奈，0鸣卡提希娅，0鸣卡卡罗，0鸣安可 1鸣莫特斐，1鸣炽霞，1鸣白芷，0鸣灯灯，0鸣桃祈，0鸣渊武，0鸣丹瑾，0鸣秋水，0鸣散华，0鸣秧秧 4鸣血誓盟约，1鸣镭射切变，1鸣昙切，1鸣浩境粼光，1鸣千古洑流 卖家说:有100来天了，不被封，看up就知道了
153,34057745,100,官服,48,12,8,1,18,0,0,0,0,0.11,705.11,7.051,5鸣x1 4鸣x1 3鸣x2 2鸣x5 0鸣x9,1鸣x1,联觉等级:48 总黄数:12 0鸣卡提希娅，0鸣椿，0鸣今汐，0鸣鉴心，0鸣卡卡罗，0鸣安可，0鸣维里奈，0鸣凌阳 5鸣秧秧，4鸣丹瑾，3鸣渊武，3鸣散华，2鸣桃祈，2鸣莫特斐，2鸣秋水，2鸣炽霞，2鸣白芷，0鸣釉瑚 1鸣血誓盟约
154,35908018,150,官服,72,22,8,5,8656,15,10,10,35,89.10,1054.10,7.027,6鸣x6 5鸣x2 2鸣x2 1鸣x3 0鸣x5,5鸣x1 1鸣x4,联觉等级:72 总黄数:22 五星角色数:8 五星武器数:5 2鸣卡卡罗，2鸣凌阳，1鸣爱弥斯，0鸣绯雪，0鸣千咲，0鸣卡提希娅，0鸣鉴心，0鸣维里奈 6鸣釉瑚，6鸣渊武，6鸣莫特斐，6鸣秋水，6鸣白芷，6鸣秧秧，5鸣桃祈，5鸣炽霞，1鸣灯灯，1鸣散华 5鸣血誓盟约，1鸣灼霜，1鸣永远的启明星，1鸣不屈命定之冠，1鸣千古洑流
155,35077993,150,官服,54,20,9,5,210,0,0,0,0,1.31,1046.31,6.975,6鸣x4 4鸣x2 3鸣x2 2鸣x2 1鸣x4 0鸣x6,1鸣x5,联觉等级:54 总黄数:20 五星角色数:9 五星武器数:5 2鸣绯雪，2鸣维里奈，1鸣莫宁，1鸣凌阳，0鸣尤诺，0鸣忌炎，0鸣鉴心，0鸣卡卡罗，0鸣安可 6鸣渊武，6鸣莫特斐，6鸣秋水，6鸣炽霞，4鸣丹瑾，4鸣白芷，3鸣散华，3鸣秧秧，1鸣卜灵，1鸣灯灯，0鸣桃祈 1鸣灼霜，1鸣宙算仪轨，1鸣万物持存的注释，1鸣血誓盟约，1鸣浩境粼光
156,35338340,140,官服,62,23,8,5,15,0,0,0,0,0.09,965.09,6.894,6鸣x8 4鸣x3 3鸣x2 2鸣x1 1鸣x1 0鸣x5,5鸣x1 1鸣x4,联觉等级:62 总黄数:23 五星角色数:8 五星武器数:5 3鸣绯雪，2鸣卡卡罗，1鸣维里奈，0鸣仇远，0鸣卡提希娅，0鸣守岸人，0鸣安可，0鸣凌阳 6鸣灯灯，6鸣釉瑚，6鸣桃祈，6鸣渊武，6鸣秋水，6鸣炽霞，6鸣白芷，6鸣秧秧，4鸣莫特斐，4鸣丹瑾，4鸣散华，3鸣卜灵 5鸣血誓盟约，1鸣灼霜，1鸣相位涟漪，1鸣裁竹，1鸣千古洑流 卖家说:三加一绯雪
157,30306506,150,官服,47,15,8,6,0,0,0,0,0,0.00,1030.00,6.867,6鸣x4 3鸣x2 2鸣x3 1鸣x4 0鸣x7,1鸣x6,联觉等级:47 总黄数:15 星声数量:614 浮金波纹数量:0 铸潮波纹数量:0 唤声涡纹数量:18 五星角色数:8 1鸣卡卡罗，0鸣弗洛洛，0鸣坎特蕾拉，0鸣洛可可，0鸣守岸人，0鸣鉴心，0鸣安可，0鸣维里奈 6鸣卜灵，6鸣桃祈，6鸣炽霞，6鸣白芷，3鸣莫特斐，3鸣丹瑾，2鸣灯灯，2鸣渊武，2鸣秋水，1鸣釉瑚，1鸣散华，1鸣秧秧 五星武器数:6 1鸣万物持存的注释，1鸣幽冥的忘忧章，1鸣星序协响，1鸣血誓盟约，1鸣千古洑流，1鸣漪澜浮录 卖家说:暗队小号，黎那汐塔没探索弗0+1守岸0+1
158,35724819,125,官服,60,11,7,4,437,0,0,5,5,7.73,827.73,6.622,6鸣x1 4鸣x2 2鸣x2 1鸣x5 0鸣x9,1鸣x4,联觉等级:60 总黄数:11 五星角色数:7 五星武器数:4 0鸣尤诺，0鸣弗洛洛，0鸣卡提希娅，0鸣守岸人，0鸣鉴心，0鸣安可，0鸣维里奈 6鸣莫特斐，4鸣釉瑚，4鸣炽霞，2鸣丹瑾，2鸣散华，1鸣卜灵，1鸣灯灯，1鸣渊武，1鸣秋水，1鸣秧秧，0鸣桃祈，0鸣白芷 1鸣源能机锋，1鸣万物持存的注释，1鸣幽冥的忘忧章，1鸣千古洑流
159,35268098,90,官服,41,9,5,3,154,0,0,0,0,0.96,595.96,6.622,4鸣x2 2鸣x2 1鸣x4 0鸣x7,1鸣x3,联觉等级:41 总黄数:9 五星角色数:5 五星武器数:3 1鸣维里奈，0鸣绯雪，0鸣守岸人，0鸣鉴心，0鸣安可 4鸣渊武，4鸣散华，2鸣秋水，2鸣白芷，1鸣灯灯，1鸣炽霞，1鸣秧秧，0鸣卜灵，0鸣桃祈，0鸣丹瑾 1鸣灼霜，1鸣血誓盟约，1鸣千古洑流 卖家说:我只能说巨欧此号，30抽俩角色，只不过歪了一次，up大保底
160,29665271,100,官服,63,14,5,4,0,0,0,0,0,0.00,660.00,6.600,6鸣x3 4鸣x1 3鸣x4 1鸣x3 0鸣x5,1鸣x4,联觉等级:63 总黄数:14 星声数量:4096 浮金波纹数量:0 铸潮波纹数量:0 唤声涡纹数量:5 五星角色数:5 3鸣赞妮，1鸣维里奈，1鸣凌阳，0鸣菲比，0鸣鉴心 6鸣桃祈，6鸣渊武，6鸣秧秧，4鸣散华，3鸣灯灯，3鸣秋水，3鸣炽霞，1鸣白芷，0鸣釉瑚，0鸣莫特斐，0鸣丹瑾 五星武器数:4 1鸣焰光裁定，1鸣血誓盟约，1鸣千古洑流，1鸣漪澜浮录 卖家说:3➕1赞妮
161,34008133,150,官服,45,18,9,4,89,6,0,0,6,6.56,986.56,6.577,6鸣x8 2鸣x1 1鸣x2 0鸣x9,2鸣x1 1鸣x3,联觉等级:45 总黄数:18 2鸣鉴心，0鸣爱弥斯，0鸣赞妮，0鸣相里要，0鸣折枝，0鸣吟霖，0鸣卡卡罗，0鸣安可，0鸣维里奈 6鸣桃祈，6鸣渊武，6鸣莫特斐，6鸣秋水，6鸣散华，6鸣炽霞，6鸣白芷，6鸣秧秧，1鸣釉瑚，1鸣丹瑾，0鸣卜灵 2鸣千古洑流，1鸣万物持存的注释，1鸣血誓盟约，1鸣浩境粼光
162,34540788,158,官服,59,20,8,6,0,0,0,0,0,0.00,1030.00,6.519,3鸣x1 2鸣x1 1鸣x1 0鸣x5,1鸣x6,【MC21】59级/20黄/女主/8个五星角色/6个五星武器/未绑定/安可/凌阳/卡提希娅/琳奈/尤诺/珂莱塔/守岸人/卡卡罗/擎渊怒涛/不屈命定之冠/停驻之烟/千古洑流/漪澜浮录/血誓盟约/3鸣安可/2鸣凌阳/1鸣卡提希娅/0鸣琳奈/0鸣尤诺/0鸣珂莱塔/0鸣守岸人/0鸣卡卡罗/1鸣擎渊怒涛/1鸣不屈命定之冠/1鸣停驻之烟/1鸣千古洑流/1鸣漪澜浮录/1鸣血誓盟约
163,33315356,50,官服,35,6,4,0,281,0,0,0,0,1.76,321.76,6.435,6鸣x2 4鸣x1 2鸣x2 1鸣x4 0鸣x6,,联觉等级:35 总黄数:6 五星角色数:4 五星武器数:0 1鸣今汐，1鸣鉴心，0鸣卡卡罗，0鸣维里奈 6鸣釉瑚，6鸣渊武，4鸣秧秧，2鸣丹瑾，2鸣炽霞，1鸣桃祈，1鸣散华，0鸣灯灯，0鸣莫特斐，0鸣秋水，0鸣白芷 卖家说:开服号
164,34621464,150,官服,66,22,7,6,96,5,0,0,5,5.60,955.60,6.371,6鸣x5 5鸣x1 4鸣x2 3鸣x2 2鸣x2 1鸣x3 0鸣x4,5鸣x1 1鸣x5,联觉等级:66 总黄数:22 五星角色数:7 五星武器数:6 2鸣卡提希娅，1鸣鉴心，1鸣维里奈，1鸣凌阳，0鸣绯雪，0鸣奥古斯塔，0鸣安可 6鸣釉瑚，6鸣桃祈，6鸣渊武，6鸣秋水，6鸣白芷，5鸣散华，4鸣炽霞，4鸣秧秧，3鸣卜灵，3鸣灯灯，2鸣莫特斐，0鸣丹瑾 5鸣血誓盟约，1鸣灼霜，1鸣驭冕铸雷之权，1鸣不屈命定之冠，1鸣停驻之烟，1鸣漪澜浮录 卖家说:2加1卡提，1加1日，1加1霏雪
165,31454193,150,官服,57,14,10,2,32,0,0,0,0,0.20,930.20,6.201,6鸣x4 5鸣x1 4鸣x1 3鸣x2 2鸣x1 1鸣x1 0鸣x10,1鸣x2,联觉等级:57 总黄数:14 五星角色数:10 五星武器数:2 2鸣维里奈，0鸣守岸人，0鸣相里要，0鸣长离，0鸣吟霖，0鸣忌炎，0鸣鉴心，0鸣卡卡罗，0鸣安可，0鸣凌阳 6鸣桃祈，6鸣丹瑾，6鸣散华，6鸣炽霞，5鸣秧秧，4鸣莫特斐，3鸣渊武，3鸣白芷，1鸣秋水，0鸣釉瑚 1鸣诸方玄枢，1鸣千古洑流 卖家说:便宜低价急出不拖收货来
166,30206647,160,哔哩哔哩,67,19,9,4,0,0,0,0,0,0.00,980.00,6.125,6鸣x5 4鸣x2 3鸣x2 2鸣x1 1鸣x3 0鸣x7,5鸣x1 1鸣x3,联觉等级:67 总黄数:19 星声数量:1270 浮金波纹数量:0 铸潮波纹数量:0 唤声涡纹数量:0 五星角色数:9 1鸣坎特蕾拉，1鸣维里奈，0鸣尤诺，0鸣奥古斯塔，0鸣珂莱塔，0鸣守岸人，0鸣鉴心，0鸣卡卡罗，0鸣安可 6鸣釉瑚，6鸣渊武，6鸣莫特斐，6鸣炽霞，6鸣秧秧，4鸣丹瑾，4鸣散华，3鸣灯灯，3鸣秋水，2鸣桃祈，1鸣白芷 五星武器数:4 5鸣血誓盟约，1鸣驭冕铸雷之权，1鸣停驻之烟，1鸣漪澜浮录
167,34414497,135,哔哩哔哩,57,27,7,4,138,0,0,1,1,1.86,821.86,6.088,6鸣x3 5鸣x1 4鸣x2 3鸣x3 2鸣x2 1鸣x4 0鸣x3,1鸣x4,联觉等级:57 总黄数:27 4鸣西格莉卡，3鸣鉴心，1鸣安可，1鸣维里奈，0鸣尤诺，0鸣卡卡罗，0鸣凌阳 6鸣卜灵，6鸣散华，6鸣秧秧，5鸣秋水，4鸣莫特斐，3鸣桃祈，3鸣炽霞，2鸣釉瑚，2鸣丹瑾，1鸣渊武，1鸣白芷 1鸣昭日译注，1鸣万物持存的注释，1鸣血誓盟约，1鸣千古洑流 卖家说:4+1茜格莉卡0+1尤诺。账号未实名未绑定手机，安全靠谱。
168,35628881,150,官服,65,14,7,5,118,0,0,0,0,0.74,885.74,5.905,6鸣x4 4鸣x2 3鸣x3 2鸣x1 1鸣x2 0鸣x7,1鸣x5,联觉等级:65 总黄数:14 五星角色数:7 五星武器数:5 1鸣弗洛洛，1鸣卡卡罗，0鸣绯雪，0鸣爱弥斯，0鸣尤诺，0鸣卡提希娅，0鸣凌阳 6鸣桃祈，6鸣渊武，6鸣散华，6鸣白芷，4鸣卜灵，4鸣秧秧，3鸣灯灯，3鸣秋水，3鸣炽霞，2鸣丹瑾，0鸣釉瑚，0鸣莫特斐 1鸣灼霜，1鸣永远的启明星，1鸣幽冥的忘忧章，1鸣血誓盟约，1鸣千古洑流 卖家说:11弗洛洛，01绯雪，01小卡
169,35621007,159,官服,0,22,6,7,0,0,0,0,0,0.00,935.00,5.881,0鸣x6,1鸣x7,官服【22金】【等级70】【五星角色】椿 忌炎 守岸人珂莱塔 维里奈二命 布兰特 卡卡罗 洛可可 安可 赞妮 凌阳一命 【五星武器】星序协响 悲喜剧 死与舞 裁春 浩境粼光 漪澜浮录 千古洑流 血誓盟约 鸣潮账号
170,35847332,88,官服,54,16,4,3,0,0,0,0,0,0.00,515.00,5.852,6鸣x5 3鸣x1 2鸣x2 1鸣x3 0鸣x4,1鸣x3,联觉等级:54 总黄数:16 五星角色数:4 五星武器数:3 6鸣达妮娅，2鸣凌阳，1鸣维里奈，0鸣安可 6鸣卜灵，6鸣散华，6鸣炽霞，6鸣秧秧，3鸣白芷，2鸣莫特斐，1鸣渊武，1鸣丹瑾，0鸣釉瑚，0鸣桃祈，0鸣秋水 1鸣血誓盟约，1鸣千古洑流 卖家说:限定武器池垫20+，新手限定池抽守岸人垫90抽
171,35845660,150,官服,48,13,9,2,123,0,0,3,3,3.77,853.77,5.692,6鸣x2 5鸣x1 4鸣x2 2鸣x3 1鸣x2 0鸣x11,1鸣x2,联觉等级:48 总黄数:13 五星角色数:9 五星武器数:2 2鸣凌阳，0鸣绯雪，0鸣莫宁，0鸣尤诺，0鸣折枝，0鸣吟霖，0鸣鉴心，0鸣卡卡罗，0鸣维里奈 6鸣莫特斐，6鸣炽霞，5鸣丹瑾，4鸣秋水，4鸣散华，2鸣白芷，2鸣秧秧，1鸣桃祈，1鸣渊武，0鸣卜灵，0鸣灯灯，0鸣釉瑚 1鸣万物持存的注释，1鸣浩境粼光 卖家说:急出，可讲价
172,35750365,150,官服,61,22,7,4,93,0,0,0,0,0.58,820.58,5.471,6鸣x4 5鸣x2 3鸣x1 2鸣x3 1鸣x2 0鸣x6,5鸣x1 1鸣x3,联觉等级:61 总黄数:22 五星角色数:7 五星武器数:4 6鸣琳奈，1鸣维里奈，0鸣绯雪，0鸣鉴心，0鸣卡卡罗，0鸣安可，0鸣凌阳 6鸣釉瑚，6鸣白芷，6鸣秧秧，5鸣渊武，5鸣散华，3鸣桃祈，2鸣丹瑾，2鸣秋水，2鸣炽霞，1鸣莫特斐，0鸣卜灵 5鸣血誓盟约，1鸣溢彩荧辉，1鸣昙切，1鸣漪澜浮录
173,5705689,100,官服,49,10,6,1,0,0,0,0,0,0.00,545.00,5.450,5鸣x1 4鸣x1 3鸣x4 2鸣x2 1鸣x4 0鸣x3,1鸣x1,"总黄数: 10 联觉等级: 49 拥有五星共鸣者: 卡卡罗,安可,维里奈,凌阳,吟霖,今汐 拥有五星武器: 时和岁稔 亮点: 0+1今希"
174,34306836,130,官服,59,26,6,3,130,0,7,8,15,15.81,690.81,5.314,6鸣x3 4鸣x1 3鸣x1 2鸣x3 1鸣x4 0鸣x5,5鸣x1 1鸣x2,联觉等级:59 总黄数:26 4鸣卡提希娅，1鸣卡卡罗，1鸣维里奈，0鸣爱弥斯，0鸣椿，0鸣鉴心 6鸣釉瑚，6鸣白芷，6鸣秧秧，3鸣渊武，2鸣莫特斐，2鸣丹瑾，2鸣炽霞，1鸣灯灯，1鸣散华，0鸣桃祈，0鸣秋水 5鸣血誓盟约，1鸣不屈命定之冠，1鸣漪澜浮录
175,34884901,130,官服,52,18,5,4,88,0,0,0,0,0.55,660.55,5.081,6鸣x3 3鸣x3 2鸣x4 1鸣x3 0鸣x4,5鸣x1 1鸣x3,联觉等级:52 总黄数:18 五星角色数:5 五星武器数:4 3鸣绯雪，2鸣维里奈，0鸣莫宁，0鸣鉴心，0鸣卡卡罗 6鸣渊武，6鸣秋水，6鸣白芷，3鸣炽霞，3鸣秧秧，2鸣卜灵，2鸣灯灯，2鸣莫特斐，1鸣釉瑚，1鸣丹瑾，1鸣散华，0鸣桃祈 5鸣血誓盟约，1鸣灼霜，1鸣浩境粼光，1鸣千古洑流 卖家说:需要准备没有库洛游戏的一个手机号
176,33879141,150,官服,66,19,7,3,1065,0,0,0,0,6.66,761.66,5.078,6鸣x2 5鸣x2 3鸣x2 2鸣x4 1鸣x2 0鸣x6,3鸣x1 1鸣x2,联觉等级:66 总黄数:19 1鸣维里奈，0鸣爱弥斯，0鸣琳奈，0鸣千咲，0鸣鉴心，0鸣卡卡罗，0鸣安可 6鸣桃祈，6鸣莫特斐，5鸣秋水，5鸣散华，3鸣卜灵，3鸣丹瑾，2鸣渊武，2鸣炽霞，2鸣白芷，2鸣秧秧，1鸣釉瑚 3鸣血誓盟约，1鸣永远的启明星，1鸣千古洑流
177,34424409,118,哔哩哔哩,54,22,5,3,190,0,0,0,0,1.19,596.19,5.052,6鸣x3 5鸣x2 3鸣x2 2鸣x1 1鸣x4 0鸣x3,1鸣x3,联觉等级:54 总黄数:22 5鸣西格莉卡，1鸣卡卡罗，1鸣维里奈，0鸣安可，0鸣凌阳 6鸣卜灵，6鸣散华，6鸣秧秧，5鸣釉瑚，3鸣渊武，3鸣白芷，2鸣炽霞，1鸣桃祈，1鸣莫特斐，0鸣丹瑾 1鸣昭日译注，1鸣血誓盟约，1鸣千古洑流 卖家说:5+1茜格莉卡。账号未绑定手机，未实名。
178,34129569,150,官服,58,25,6,4,66,0,0,0,0,0.41,740.41,4.936,6鸣x3 3鸣x3 2鸣x2 1鸣x2 0鸣x7,5鸣x1 1鸣x3,联觉等级:58 总黄数:25 1鸣安可，0鸣莫宁，0鸣琳奈，0鸣卡卡罗，0鸣维里奈，0鸣凌阳 6鸣渊武，6鸣秋水，6鸣白芷，3鸣釉瑚，3鸣散华，3鸣秧秧，2鸣桃祈，2鸣炽霞，1鸣丹瑾，0鸣卜灵，0鸣灯灯 5鸣血誓盟约，1鸣宙算仪轨，1鸣相位涟漪，1鸣千古洑流 卖家说:2+1绯雪，有琳奈和莫宁，都有专武没时间玩了便宜出。
179,35909455,100,官服,17,6,6,0,75,0,4,0,4,4.47,484.47,4.845,4鸣x1 3鸣x2 2鸣x5 1鸣x2 0鸣x6,,联觉等级:17 总黄数:6 五星角色数:6 五星武器数:0 0鸣爱弥斯，0鸣尤诺，0鸣奥古斯塔，0鸣鉴心，0鸣维里奈，0鸣凌阳 4鸣桃祈，3鸣秋水，3鸣散华，2鸣釉瑚，2鸣渊武，2鸣莫特斐，2鸣炽霞，2鸣白芷，1鸣丹瑾，1鸣秧秧
180,35327470,150,官服,51,10,5,5,178,0,0,0,0,1.11,726.11,4.841,6鸣x2 4鸣x1 2鸣x3 1鸣x2 0鸣x8,1鸣x5,联觉等级:51 总黄数:10 五星角色数:5 五星武器数:5 0鸣达妮娅，0鸣绯雪，0鸣琳奈，0鸣安可，0鸣维里奈 6鸣渊武，6鸣白芷，4鸣桃祈，2鸣灯灯，2鸣丹瑾，2鸣散华，1鸣釉瑚，1鸣炽霞，0鸣卜灵，0鸣秋水，0鸣秧秧 1鸣灼霜，1鸣血誓盟约，1鸣千古洑流，1鸣停驻之烟 卖家说:适合想入坑鸣潮的，地图资源都没咋肝有很多资源
181,35956248,95,官服,54,17,4,2,0,0,0,0,0,0.00,450.00,4.737,6鸣x3 2鸣x1 1鸣x5 0鸣x5,4鸣x1 1鸣x1,"【鸣潮】冒险等级：54，女主，五星数量：6，五星角色:达妮娅 * 6命,维里奈 * 1命,凌阳 * 1命,鉴心__五星武器:血誓盟约 * 4精,千古洑流__四星角色:秧秧 * 6命,炽霞 * 6命,渊武 * 2命,桃祈 * 1命,莫特斐 * 1命,散华 * 1命,白芷,秋水,丹瑾,釉瑚"
182,35213354,140,官服,58,13,5,4,115,0,0,0,0,0.72,660.72,4.719,6鸣x3 5鸣x1 4鸣x1 3鸣x2 2鸣x1 1鸣x2 0鸣x7,2鸣x1 1鸣x3,联觉等级:58 总黄数:13 五星角色数:5 五星武器数:4 3鸣爱弥斯，0鸣绯雪，0鸣鉴心，0鸣维里奈，0鸣凌阳 6鸣莫特斐，6鸣秋水，6鸣白芷，5鸣渊武，4鸣秧秧，3鸣釉瑚，2鸣桃祈，1鸣卜灵，1鸣炽霞，0鸣灯灯，0鸣丹瑾，0鸣散华 2鸣血誓盟约，1鸣灼霜，1鸣永远的启明星，1鸣源能机锋
183,35778573,110,官服,47,14,4,3,3,0,0,0,0,0.02,515.02,4.682,5鸣x1 1鸣x2 0鸣x12,1鸣x3,联觉等级:47 总黄数:14 五星角色数:4 五星武器数:3 5鸣千咲，1鸣鉴心，1鸣维里奈，0鸣卡卡罗 0鸣卜灵，0鸣灯灯，0鸣桃祈，0鸣渊武，0鸣莫特斐，0鸣丹瑾，0鸣秋水，0鸣散华，0鸣炽霞，0鸣白芷，0鸣秧秧 1鸣昙切，1鸣血誓盟约，1鸣千古洑流 卖家说:5+1千咲
184,34312816,150,官服,54,25,7,2,465,5,4,0,9,11.91,701.91,4.679,6鸣x3 4鸣x1 3鸣x3 2鸣x3 1鸣x3 0鸣x5,5鸣x1 1鸣x1,联觉等级:54 总黄数:25 2鸣绯雪，2鸣凌阳，1鸣维里奈，0鸣守岸人，0鸣长离，0鸣鉴心，0鸣卡卡罗 6鸣渊武，6鸣秋水，6鸣白芷，4鸣桃祈，3鸣莫特斐，3鸣丹瑾，3鸣散华，2鸣炽霞，1鸣卜灵，1鸣灯灯，0鸣秧秧 5鸣血誓盟约，1鸣灼霜 卖家说:2+1绯雪，0命守岸人，大保底，常驻武器自选
185,35268418,130,官服,49,12,4,4,994,15,0,5,20,26.21,606.21,4.663,4鸣x1 0鸣x14,1鸣x4,联觉等级:49 总黄数:12 五星角色数:4 五星武器数:4 4鸣绯雪，0鸣安可，0鸣维里奈，0鸣凌阳 0鸣灯灯，0鸣釉瑚，0鸣桃祈，0鸣渊武，0鸣莫特斐，0鸣丹瑾，0鸣秋水，0鸣散华，0鸣炽霞，0鸣白芷，0鸣秧秧 1鸣灼霜，1鸣血誓盟约，1鸣千古洑流 卖家说:41绯雪，有大保底，还有十几个金球，新手池和新手自选都在
186,31643313,80,哔哩哔哩,43,7,3,2,37,0,0,0,0,0.23,370.23,4.628,6鸣x1 2鸣x3 1鸣x2 0鸣x8,1鸣x2,联觉等级:43 总黄数:7 五星角色数:3 五星武器数:2 2鸣爱弥斯，0鸣鉴心，0鸣卡卡罗 6鸣秋水，2鸣散华，2鸣炽霞，1鸣渊武，1鸣秧秧，0鸣卜灵，0鸣灯灯，0鸣釉瑚，0鸣桃祈，0鸣莫特斐，0鸣白芷 1鸣血誓盟约，1鸣漪澜浮录 卖家说:两命爱弥斯，新手入坑号
187,31318912,130,官服,53,19,5,3,50,0,0,3,3,3.31,598.31,4.602,6鸣x1 5鸣x1 2鸣x1 1鸣x4 0鸣x9,5鸣x1 1鸣x2,联觉等级:53 总黄数:19 五星角色数:5 五星武器数:3 5鸣奥古斯塔，1鸣鉴心，1鸣维里奈，0鸣卡卡罗，0鸣凌阳 6鸣炽霞，2鸣白芷，1鸣卜灵，1鸣莫特斐，0鸣灯灯，0鸣釉瑚，0鸣桃祈，0鸣渊武，0鸣丹瑾，0鸣散华，0鸣秧秧 5鸣血誓盟约，1鸣源能机锋，1鸣浩境粼光
188,35211574,98,官服,45,8,4,2,1,0,0,1,1,1.01,451.01,4.602,6鸣x2 3鸣x2 2鸣x1 1鸣x3 0鸣x7,1鸣x2,联觉等级:45 总黄数:8 五星角色数:4 五星武器数:2 1鸣绯雪，1鸣维里奈，0鸣卡卡罗，0鸣凌阳 6鸣渊武，6鸣白芷，3鸣秋水，3鸣炽霞，2鸣釉瑚，1鸣秧秧，0鸣卜灵，0鸣桃祈，0鸣莫特斐，0鸣丹瑾，0鸣散华 1鸣灼霜，1鸣血誓盟约
